"","samp_name","source_mat_id","sample_alt_lab_ids","biosamples_accession","tissue_type","molecular_sex","molecular_sex_reference","samp_taxon_common","samp_taxon_ID","specific_host","latitude","longitude","geo_loc_name","site_name","sample_age","sample_age_upper","sample_age_lower","sample_age_inference_methods","c14_age","c14_age_sd","c14_lab_code","delta_13_c","delta_13_c_sd","sample_age_reference","nuclear_sequencing_platform","nuclear_library_strategy","nuclear_depth_of_coverage","nuclear_damage_treatment","nuclear_lib_strandedness","nuclear_reference","mt_sequencing_platform","mt_library_strategy","mt_targeted_region","mt_depth_of_coverage","mt_damage_treatment","mt_lib_strandedness","mt_accession","mt_reference","curator_comments","curated_by","curation_complete",".sheet"
"265","AP45","missing","AP45","SAMEA4609137","missing","F","https://doi.org/10.1126/science.aas9413","Goat","9925","Capra, Capra hircus","41.721667","27.225278","Turkey","Aşağı Pınar, Kırklareli","7100","6950","7250","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.02","full-udg","double","https://doi.org/10.1126/science.aas9413","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","6.47","none; full-udg","double","missing;LS992578.1","doi.org/10.1515/9783110266306.45",NA,"Kevin","Yes","capra"
"266","AP46","Ap 4/5, 151/206","AP46","SAMEA4609720","missing","F","https://doi.org/10.1126/science.aas9414","Goat","9925","Capra, Capra hircus","41.721667","27.225278","Turkey","Aşağı Pınar, Kırklareli","7108","7234","6982","C14","6210","30","KIA-42164","missing","missing","missing","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1126/science.aas9414","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","9.77","none; full-udg","double","missing;LS992585.1","doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"267","AP49","missing","AP49","SAMEA4609138","missing","F","https://doi.org/10.1126/science.aas9415","Goat","9925","Capra, Capra hircus","41.721667","27.225278","Turkey","Aşağı Pınar, Kırklareli","7300","6950","7450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.02","full-udg","double","https://doi.org/10.1126/science.aas9415","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","12.69","none; full-udg","double","missing;LS992592.1","doi.org/10.1515/9783110266306.45",NA,"Kevin","Yes","capra"
"268","AP50","missing","AP50","SAMEA4609721","missing","F","https://doi.org/10.1126/science.aas9416","Goat","9925","Capra, Capra hircus","41.721667","27.225278","Turkey","Aşağı Pınar, Kırklareli","7300","6950","7450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1126/science.aas9416","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","14.31","none; full-udg","double","missing;LS992590.1","doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"269","Azer3-5","MM TH18; MM TH25","KD176","SAMEA4591766; SAMEA4607425","petrous part of temporal bone, UBERON_0001706","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","37.004831","45.458892","Iran","Tepe Hasanlu, Azerbaijan","4500","4950","4050","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","4.66","full-udg","double","https://doi.org/10.1126/science.aas9411","not applicable","WGS","not applicable","487.2","not applicable","not applicable","LS992591","not applicable","Different biosamples drawn from different petrous bones of opposite orientation, same sex, same mtDNA,>0.9 kinship coefficient - assumed to be same individual","Kevin","Yes","capra"
"270","Azer4","MM TH21","KD177","SAMEA4591767","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9412","Goat","9925","Capra, Capra hircus","37.004831","45.458892","Iran","Tepe Hasanlu, Azerbaijan","2350","2500","2280","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","2.57","full-udg","double","https://doi.org/10.1126/science.aas9412","not applicable","WGS","not applicable","309.59","not applicable","not applicable","LS992589.1","not applicable",NA,"Kevin","Yes","capra"
"271","Azer6","MM SCH1","KD191","SAMEA4609141","petrous part of temporal bone, UBERON_0001706","F","https://doi.org/10.1126/science.aas9413","Goat","9925","Capra, Capra hircus","36.317948","48.379355","Iran","Soha Chay Tepe, Azerbaijan","6150","6350","5950","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.28","full-udg","double","https://doi.org/10.1126/science.aas9413","ILLUMINA","Targeted-Capture","complete","60.58","full-udg","double","LS992588.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"272","Blagotin1","ID 1","KD040","SAMEA4588076","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9414","Goat","9925","Capra, Capra hircus","43.723286","21.099449","Serbia","Blagotin-Poljna, Trstenik","8190","8344","8036","C14","7391","56","UBA-30289","missing","missing","missing","ILLUMINA","WGS","6.99","full-udg","double","https://doi.org/10.1126/science.aas9414","not applicable","WGS","not applicable","544.63","not applicable","not applicable","LS992593.1","not applicable",NA,"Kevin","Yes","capra"
"273","Blagotin2","ID 2","KD041","SAMEA4589055","petrous part of temporal bone, UBERON_0001706","F","https://doi.org/10.1126/science.aas9416","Goat","9925","Capra, Capra hircus","43.723286","21.099449","Serbia","Blagotin-Poljna, Trstenik","8177.5","8328","8027","C14","7361","62","UBA-30290","missing","missing","missing","ILLUMINA","WGS","4.02","full-udg","double","https://doi.org/10.1126/science.aas9416","not applicable","WGS","not applicable","253.67","not applicable","not applicable","LS992594.1","not applicable",NA,"Kevin","Yes","capra"
"274","Blagotin3","ID 3","KD042","SAMEA4588077","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9417","Goat","9925","Capra, Capra hircus","43.723286","21.099449","Serbia","Blagotin-Poljna, Trstenik","7936","8031","7841","C14","7135","53","UBA-30292","missing","missing","missing","ILLUMINA","WGS","11.47","full-udg","double","https://doi.org/10.1126/science.aas9417","not applicable","WGS","not applicable","885.45","not applicable","not applicable","LS992600.1","not applicable",NA,"Kevin","Yes","capra"
"275","Blagotin16","ID31","KD055","SAMEA4589056","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9415","Goat","9925","Capra, Capra hircus","43.723286","21.099449","Serbia","Blagotin-Poljna, Trstenik","8100","8300","7900","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","3.51","full-udg","double","https://doi.org/10.1126/science.aas9415","not applicable","WGS","not applicable","296.4","not applicable","not applicable","LS992605.1","not applicable",NA,"Kevin","Yes","capra"
"276","Bulak1","TB, 08, KF291, r, A","KD228","SAMEA4607414","petrous part of temporal bone, UBERON_0001706","F","https://doi.org/10.1126/science.aas9418","Goat","9925","Capra, Capra hircus","37.7","66.8","Uzbekistan","Tilla Bulak, Surkhandarja","3800","3950","3650","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.87","full-udg","double","https://doi.org/10.1126/science.aas9418","not applicable","WGS","not applicable","220.47","not applicable","not applicable","LS9926051.1","not applicable",NA,"Kevin","Yes","capra"
"277","Bulak2","TB, 08, KF291, r, B","KD229","SAMEA4607415","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9419","Goat","9925","Capra, Capra hircus","37.7","66.8","Uzbekistan","Tilla Bulak, Surkhandarja","3800","3950","3650","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","2.67","full-udg","double","https://doi.org/10.1126/science.aas9419","not applicable","WGS","not applicable","284.97","not applicable","not applicable","LS992598.1","not applicable",NA,"Kevin","Yes","capra"
"278","Bulak3","TB, 08, KF291, r, D","KD230","SAMEA4607416","petrous part of temporal bone, UBERON_0001706","F","https://doi.org/10.1126/science.aas9420","Goat","9925","Capra, Capra hircus","37.7","66.8","Uzbekistan","Tilla Bulak, Surkhandarja","3800","3950","3650","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.61","full-udg","double","https://doi.org/10.1126/science.aas9420","not applicable","WGS","not applicable","180.39","not applicable","not applicable","LS992599.1","not applicable","Excluded from analyses in doi.org/10.1126/science.aas9411 due to high kinship coefficient with Bulak1","Kevin","Yes","capra"
"279","Bulak4","TB, 08, KF291, l, A","KD231","SAMEA4609722","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9421","Goat","9925","Capra, Capra hircus","37.7","66.8","Uzbekistan","Tilla Bulak, Surkhandarja","3800","3950","3650","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1126/science.aas9421","ILLUMINA","Targeted-Capture","complete","60.58","full-udg","double","LS992606.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"280","Bulak5","TB, 08, KF291, l, B","KD232","SAMEA4607417","petrous part of temporal bone, UBERON_0001706","F","https://doi.org/10.1126/science.aas9422","Goat","9925","Capra, Capra hircus","37.7","66.8","Uzbekistan","Tilla Bulak, Surkhandarja","3800","3950","3650","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.27","full-udg","double","https://doi.org/10.1126/science.aas9422","not applicable","WGS","not applicable","113.99","not applicable","not applicable","LS992595.1","not applicable",NA,"Kevin","Yes","capra"
"281","Caucasus1","F003, 444","KD283","SAMEA13853347","metacarpal, UBERON_0002374","M","https://doi.org/10.7554/eLife.82989","East Caucasian tur","72541","Capra, Capra cylindricornis","42.746109","44.623487","Georgia","Tamara Fort, Kazbegi","300","550","50","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.55","full-udg","double","https://doi.org/10.7554/eLife.82989","not applicable","WGS","not applicable","64.63","not applicable","not applicable","OW568848.1","not applicable",NA,"Kevin","Yes","capra"
"282","Caucasus2","F003, 456","KD284","SAMEA13853348","tibia, UBERON_0000979","M","https://doi.org/10.7554/eLife.82990","East Caucasian tur","72541","Capra, Capra cylindricornis","42.746109","44.623487","Georgia","Tamara Fort, Kazbegi","300","550","50","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.0021","full-udg","double","https://doi.org/10.7554/eLife.82990","ILLUMINA","Targeted-Capture","complete","379.71","full-udg","double","OW568849.1","https://doi.org/10.7554/eLife.82990",NA,"Kevin","Yes","capra"
"283","Caucasus3","F003, 475.485","KD285","SAMEA13853349","long bone, UBERON_0002495","M","https://doi.org/10.7554/eLife.82991","East Caucasian tur","72541","Capra, Capra cylindricornis","42.746109","44.623487","Georgia","Tamara Fort, Kazbegi","300","550","50","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.004","full-udg","double","https://doi.org/10.7554/eLife.82991","ILLUMINA","Targeted-Capture","complete","464.51","full-udg","double","OW568906.1","https://doi.org/10.7554/eLife.82990",NA,"Kevin","Yes","capra"
"284","Cav8","missing","Cav8","SAMEA4609723","missing","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","42.6602","24.0558","Bulgaria","Čavdar, Sofia District","7700","7950","7450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1126/science.aas9411","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","0.58","none; full-udg","double","missing;LS992597.1","doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"285","Chalow1","#205, T10, G1 (8.7.2009, W, Basket 127006, 174.20-174.05 - later sent by Liora)","KD198","SAMEA4609142","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","37.10355","56.885281","Iran","Chalow, Khorasan","4100","4250","3950","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.05","full-udg","double","https://doi.org/10.1126/science.aas9411","ILLUMINA","Targeted-Capture","complete","341.05","full-udg","double","LS992608.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"286","Darre1","TB131, SU 623/04, S11, r","KD233","SAMEA4609143","petrous part of temporal bone, UBERON_0001707","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","30.2033","53.179","Iran","Darre-ye Bolāghi, Fars","6450","5950","6950","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.04","full-udg","double","https://doi.org/10.1126/science.aas9411","ILLUMINA","Targeted-Capture","complete","42.51","full-udg","double","LS992596.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"287","Darre2","TB91, SU 206/05, N14, r","KD234","SAMEA4607426","petrous part of temporal bone, UBERON_0001708","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","30.2033","53.179","Iran","Darre-ye Bolāghi, Fars","393","475","311","C14","337","30","UBA-34977","missing","missing","missing","ILLUMINA","WGS","3.93","full-udg","double","https://doi.org/10.1126/science.aas9411","not applicable","WGS","not applicable","365.56","not applicable","not applicable","LS992602.1","not applicable",NA,"Kevin","Yes","capra"
"288","Direkli1-2","DM2546; DM3110","KD076; KD077","SAMEA4453841; SAMEA4453842","petrous part of temporal bone, UBERON_0001708","F","https://doi.org/10.1126/science.aas9411","Bezoar","9923","Capra, Capra aegagrus","37.8578","36.653883","Turkey","Direkli Cave, Taurus Mountains","13243.5","13317","13170","C14","11370","40","Beta-425280","missing","missing","missing","ILLUMINA","WGS","11.55","full-udg","double","https://doi.org/10.1126/science.aas9411","not applicable","WGS","not applicable","998.17","not applicable","not applicable","LS992601.1","not applicable","Different biosamples drawn from different petrous bones of opposite orientation, same sex, same mtDNA,>0.9 kinship coefficient - assumed to be same individual","Kevin","Yes","capra"
